,TRADE_CODE,SEC_NAME,AMOUNT,MATURITYDATE,CARRYDATE,COUPONRATE,COUPONTXT,CLOSE,LATESTPAR,INTERESTFREQUENCY,CASHFLOW_TTM,DEBTTOASSETS,WGSD_LIABS_CURR,ISSUERSHORTENED,ISSUEAMOUNT,COUPONDATETXT,DIRTYPRICE,CLEANPRICE,WGSD_OPER_CF,YIELD_CNBD,DIRTY_CNBD,NET_CNBD,MODIDURA_SHC,ACCRUEDINTEREST_SHC,VOBP_SHC,CNVXTY_SHC,LASTDATE_SHC
019510.SH,19510,15国债10,,2065/5/25 0:00,2015/5/25 0:00,3.99,3.99%,97.01,100,2,,,,财政部,26000000000,"每年5月25日和11月25日付息,节假日顺延",98.2343,97.01,,,,,,,,,2018/9/13 0:00
019599.SH,19599,18国债17,,2048/7/23 0:00,2018/7/23 0:00,3.97,3.97%,96.16,100,2,,,,财政部,91050000000,"每年7月23日和1月23日付息,节假日顺延",96.7365,96.16,,,,,,,,,2018/9/13 0:00
019009.SH,19009,10国债09,,2030/4/15 0:00,2010/4/15 0:00,3.96,3.96%,98.8,100,2,,,,财政部,28000000000,"每年4月15日和10月15日付息,节假日顺延",100.4491,98.8,,,,,,,,,2018/9/13 0:00
019023.SH,19023,10国债23,,2040/7/29 0:00,2010/7/29 0:00,3.96,3.96%,109.5,100,2,,,,财政部,28000000000,"每年1月29日和7月29日付息,节假日顺延",110.0099,109.5,,,,,,,,,2018/9/13 0:00
019026.SH,19026,10国债26,,2040/8/16 0:00,2010/8/16 0:00,3.96,3.96%,100,100,2,,,,财政部,28000000000,"每年2月16日和8月16日付息,节假日顺延",100.3146,100,,,,,,,,,2018/9/13 0:00
019102.SH,19102,11国债02,,2021/1/20 0:00,2011/1/20 0:00,3.94,3.94%,100,100,2,,,,财政部,62060000000,"每年1月20日,7月20日付息,节假日顺延",100.6045,100,,,,,,,,,2018/9/13 0:00
019517.SH,19517,15国债17,,2045/7/27 0:00,2015/7/27 0:00,3.94,3.94%,96.84,100,2,,,,财政部,26000000000,"每年1月27日和7月27日付息,节假日顺延",97.3689,96.84,,,,,,,,,2018/9/13 0:00
019119.SH,19119,11国债19,,2021/8/18 0:00,2011/8/18 0:00,3.93,3.93%,100,100,2,,,,财政部,63050000000,"每年2月18日,8月18日付息,节假日顺延",100.2907,100,,,,,,,,,2018/9/13 0:00
019820.SH,19820,08国债20,,2038/10/23 0:00,2008/10/23 0:00,3.91,3.91%,100,100,2,,,,财政部,24000000000,"每年10月23日和4月23日付息,节假日顺延",101.5426,100,,,,,,,,,2018/9/13 0:00
019582.SH,19582,17国债27,,2024/12/21 0:00,2017/12/21 0:00,3.9,3.90%,100,100,1,,,,财政部,66220000000,"每年12月21日付息,节假日顺延",102.8529,100,,,,,,,,,2018/9/13 0:00
019528.SH,19528,15国债28,,2065/11/23 0:00,2015/11/23 0:00,3.89,3.89%,94.38,100,2,,,,财政部,26000000000,"每年11月23日和5月23日付息,节假日顺延",95.595,94.38,,,,,,,,,2018/9/13 0:00
019902.SH,19902,09国债02,,2029/2/19 0:00,2009/2/19 0:00,3.86,3.86%,100,100,2,,,,财政部,22000000000,"每年2月19日和8月19日付息,节假日顺延",100.275,100,,,,,,,,,2018/9/13 0:00
019586.SH,19586,18国债04,,2028/2/1 0:00,2018/2/1 0:00,3.85,3.85%,102.74,100,2,,,,财政部,69000000000,"每年2月1日和8月1日付息,节假日顺延",103.2041,102.74,,,,,,,,,2018/9/13 0:00
019108.SH,19108,11国债08,,2021/3/17 0:00,2011/3/17 0:00,3.83,3.83%,99.94,100,2,,,,财政部,30000000000,"每年3月17日和9月17日付息,节假日顺延",101.8393,99.94,,,,,,,,,2018/9/13 0:00
019029.SH,19029,10国债29,,2030/9/2 0:00,2010/9/2 0:00,3.82,3.82%,99.61,100,2,,,,财政部,28000000000,"每年3月2日和9月2日付息,节假日顺延",99.7356,99.61,,,,,,,,,2018/9/13 0:00
019580.SH,19580,17国债25,,2027/11/2 0:00,2017/11/2 0:00,3.82,3.82%,99.36,100,2,,,,财政部,78280000000,"每年5月2日,11月2日付息,节假日顺延",100.7729,99.36,,,,,,,,,2018/9/13 0:00
019583.SH,19583,18国债01,,2023/1/18 0:00,2018/1/18 0:00,3.81,3.81%,102.76,100,1,,,,财政部,60000000000,"每年1月18日付息,节假日顺延",105.2548,102.76,,,,,,,,,2018/9/13 0:00
019041.SH,19041,10国债41,,2020/12/16 0:00,2010/12/16 0:00,3.77,3.77%,100,100,2,,,,财政部,30780000000,"每年6月16日和12月16日付息,节假日顺延",100.9296,100,,,,,,,,,2018/9/13 0:00
019429.SH,19429,14国债29,,2024/12/18 0:00,2014/12/18 0:00,3.77,3.77%,101,100,2,,,,财政部,68240000000,"每年6月18日和12月18日付息,节假日顺延",101.9089,101,,,,,,,,,2018/9/13 0:00
019559.SH,19559,17国债05,,2047/2/20 0:00,2017/2/20 0:00,3.77,3.77%,100,100,2,,,,财政部,77400000000,"每年2月20日和8月20日付息,节假日顺延",100.2582,100,,,,,,,,,2018/9/13 0:00
019587.SH,19587,18国债05,,2025/3/8 0:00,2018/3/8 0:00,3.77,3.77%,100,100,1,,,,财政部,1.0659E+11,"每年3月8日付息,节假日顺延",101.9625,100,,,,,,,,,2018/9/13 0:00
019521.SH,19521,15国债21,,2035/9/22 0:00,2015/9/22 0:00,3.74,3.74%,98.04,100,2,,,,财政部,26000000000,"每年9月22日和3月22日付息,节假日顺延",99.8434,98.04,,,,,,,,,2018/9/13 0:00
019525.SH,19525,15国债25,,2045/10/20 0:00,2015/10/20 0:00,3.74,3.74%,100,100,2,,,,财政部,26000000000,"每年10月20日和4月20日付息,节假日顺延",101.5062,100,,,,,,,,,2018/9/13 0:00
019576.SH,19576,17国债21,,2022/10/19 0:00,2017/10/19 0:00,3.73,3.73%,100,100,1,,,,财政部,95210000000,"每年10月19日付息,节假日顺延",103.3723,100,,,,,,,,,2018/9/13 0:00
010609.SH,10609,06国债(9),,2026/6/26 0:00,2006/6/26 0:00,3.7,3.70%,100,100,2,,,,财政部,31090000000,"每年6月26日和12月26日付息,节假日顺延",100.811,100,,,,,,,,,2018/9/13 0:00
019424.SH,19424,14国债24,,2021/10/23 0:00,2014/10/23 0:00,3.7,3.70%,101.43,100,1,,,,财政部,84180000000,"每年10月23日付息,节假日顺延",104.7347,101.43,,,,,,,,,2018/9/13 0:00
019541.SH,19541,16国债13,,2066/5/23 0:00,2016/5/23 0:00,3.7,3.70%,90.3,100,2,,,,财政部,28410000000,"每年5月23日和11月23日付息,节假日顺延",91.4556,90.3,,,,,,,,,2018/9/13 0:00
019911.SH,19911,09国债11,,2024/6/11 0:00,2009/6/11 0:00,3.69,3.69%,100,100,2,,,,财政部,28000000000,"每年6月11日和12月11日付息,节假日顺延",100.9604,100,,,,,,,,,2018/9/13 0:00
019575.SH,19575,17国债20,,2024/9/21 0:00,2017/9/21 0:00,3.69,3.69%,100,100,1,,,,财政部,1.0895E+11,"每年9月21日付息,节假日顺延",103.6192,100,,,,,,,,,2018/9/13 0:00
019593.SH,19593,18国债11,,2028/5/17 0:00,2018/5/17 0:00,3.69,3.69%,100,100,2,,,,财政部,1.2302E+11,"每年5月17日和11月17日付息,节假日顺延",101.2132,100,,,,,,,,,2018/9/13 0:00
019818.SH,19818,08国债18,,2018/9/22 0:00,2008/9/22 0:00,3.68,3.68%,100.25,100,2,,,,财政部,24360000000,"每年9月22日和3月22日付息,节假日顺延",102.0245,100.25,,,,,,,,,2018/9/13 0:00
019927.SH,19927,09国债27,,2019/11/5 0:00,2009/11/5 0:00,3.68,3.68%,100,100,2,,,,财政部,27240000000,"每年5月5日和11月5日付息,节假日顺延",101.3308,100,,,,,,,,,2018/9/13 0:00
019034.SH,19034,10国债34,,2020/10/28 0:00,2010/10/28 0:00,3.67,3.67%,100,100,2,,,,财政部,29990000000,"每年4月28日和10月28日付息,节假日顺延",101.3976,100,,,,,,,,,2018/9/13 0:00
010512.SH,10512,05国债(12),,2020/11/15 0:00,2005/11/15 0:00,3.65,3.65%,101.01,100,2,,,,财政部,34410000000,"每年5月15日和11月15日付息,节假日顺延",102.23,101.01,,,,,,,,,2018/9/13 0:00
019121.SH,19121,11国债21,,2018/10/13 0:00,2011/10/13 0:00,3.65,3.65%,100,100,1,,,,财政部,58630000000,"每年10月13日付息,节假日顺延",103.36,100,,,,,,,,,2018/9/13 0:00
019505.SH,19505,15国债05,,2025/4/9 0:00,2015/4/9 0:00,3.64,3.64%,99.67,100,2,,,,财政部,90320000000,"每年4月9日和10月9日付息,节假日顺延",101.2457,99.67,,,,,,,,,2018/9/13 0:00
019823.SH,19823,08国债23,,2023/11/27 0:00,2008/11/27 0:00,3.62,3.62%,100,100,2,,,,财政部,24000000000,"每年11月27日和5月27日付息,节假日顺延",101.091,100,,,,,,,,,2018/9/13 0:00
019566.SH,19566,17国债12,,2019/6/15 0:00,2017/6/15 0:00,3.62,3.62%,100.7,100,1,,,,财政部,84580000000,"每年6月15日付息,节假日顺延",101.6025,100.7,,,,,,,,,2018/9/13 0:00
019595.SH,19595,18国债13,,2025/6/7 0:00,2018/6/7 0:00,3.61,3.61%,100,100,1,,,,财政部,1.2301E+11,"每年6月7日付息,节假日顺延",100.9792,100,,,,,,,,,2018/9/13 0:00
019578.SH,19578,17国债23,,2020/10/26 0:00,2017/10/26 0:00,3.6,3.60%,100,100,1,,,,财政部,94120000000,"每年10月26日付息,节假日顺延",103.1858,100,,,,,,,,,2018/9/13 0:00
019572.SH,19572,17国债18,,2027/8/3 0:00,2017/8/3 0:00,3.59,3.59%,99.5,100,2,,,,财政部,1.1217E+11,"每年2月3日和8月3日付息,节假日顺延",99.9131,99.5,,,,,,,,,2018/9/13 0:00
019574.SH,19574,17特国03,,2022/9/19 0:00,2017/9/19 0:00,3.59,3.59%,100,100,1,,,,财政部,96400000000,"每年9月19日付息,节假日顺延",103.5408,100,,,,,,,,,2018/9/13 0:00
019124.SH,19124,11国债24,,2021/11/17 0:00,2011/11/17 0:00,3.57,3.57%,100.2,100,2,,,,财政部,56050000000,"每年5月17日和11月17日付息,节假日顺延",101.3737,100.2,,,,,,,,,2018/9/13 0:00
019567.SH,19567,17国债13,,2024/6/22 0:00,2017/6/22 0:00,3.57,3.57%,100,100,1,,,,财政部,1.0866E+11,"每年6月22日付息,节假日顺延",100.8216,100,,,,,,,,,2018/9/13 0:00
019584.SH,19584,18国债02,,2021/1/25 0:00,2018/1/25 0:00,3.56,3.56%,100,100,1,,,,财政部,60000000000,"每年1月25日付息,节假日顺延",102.2628,100,,,,,,,,,2018/9/13 0:00
019221.SH,19221,12国债21,,2022/12/13 0:00,2012/12/13 0:00,3.55,3.55%,100.32,100,2,,,,财政部,29010000000,"每年12月13日和6月13日付息,节假日顺延",101.2245,100.32,,,,,,,,,2018/9/13 0:00
019507.SH,19507,15国债07,,2022/4/16 0:00,2015/4/16 0:00,3.54,3.54%,102,100,1,,,,财政部,90120000000,"每年4月16日付息,节假日顺延",103.4645,102,,,,,,,,,2018/9/13 0:00
019579.SH,19579,17国债24,,2018/11/2 0:00,2017/11/2 0:00,3.54,3.54%,100.06,100,,,,,财政部,78000000000,到期一次还本付息,103.1248,100.06,,,,,,,,,2018/9/13 0:00
019426.SH,19426,14国债26,,2019/10/30 0:00,2014/10/30 0:00,3.53,3.53%,99.88,100,1,,,,财政部,56040000000,"每年10月30日付息,节假日顺延",102.9651,99.88,,,,,,,,,2018/9/13 0:00
019305.SH,19305,13国债05,,2023/2/21 0:00,2013/2/21 0:00,3.52,3.52%,99.7,100,2,,,,财政部,78790000000,"每年2月21日和8月21日付息,节假日顺延",99.9315,99.7,,,,,,,,,2018/9/13 0:00
019536.SH,19536,16国债08,,2046/4/25 0:00,2016/4/25 0:00,3.52,3.52%,89.3,100,2,,,,财政部,90060000000,"每年4月25日和10月25日付息,节假日顺延",90.6694,89.3,,,,,,,,,2018/9/13 0:00
019564.SH,19564,17国债10,,2027/5/4 0:00,2017/5/4 0:00,3.52,3.52%,99.15,100,2,,,,财政部,1.0938E+11,"每年5月4日和11月4日付息,节假日顺延",100.4326,99.15,,,,,,,,,2018/9/13 0:00
019204.SH,19204,12国债04,,2022/2/23 0:00,2012/2/23 0:00,3.51,3.51%,99.66,100,2,,,,财政部,88610000000,"每年2月23日和8月23日付息,节假日顺延",99.8716,99.66,,,,,,,,,2018/9/13 0:00
019516.SH,19516,15国债16,,2025/7/16 0:00,2015/7/16 0:00,3.51,3.51%,97.5,100,2,,,,财政部,90000000000,"每年1月16日和7月16日付息,节假日顺延",98.077,97.5,,,,,,,,,2018/9/13 0:00
019573.SH,19573,17国债19,,2019/9/14 0:00,2017/9/14 0:00,3.5,3.50%,100.3,100,1,,,,财政部,84000000000,"每年9月14日付息,节假日顺延",103.8,100.3,,,,,,,,,2018/9/13 0:00
019916.SH,19916,09国债16,,2019/7/23 0:00,2009/7/23 0:00,3.48,3.48%,100,100,2,,,,财政部,28300000000,"每年7月23日和1月23日付息,节假日顺延",100.5053,100,,,,,,,,,2018/9/13 0:00
019554.SH,19554,16国债26,,2066/11/21 0:00,2016/11/21 0:00,3.48,3.48%,100,100,2,,,,财政部,24200000000,"每年11月21日和5月21日付息,节假日顺延",101.106,100,,,,,,,,,2018/9/13 0:00
019568.SH,19568,17国债14,,2022/7/13 0:00,2017/7/13 0:00,3.47,3.47%,100.45,100,1,,,,财政部,1.0861E+11,"每年7月13日付息,节假日顺延",101.0489,100.45,,,,,,,,,2018/9/13 0:00
019315.SH,19315,13国债15,,2020/7/11 0:00,2013/7/11 0:00,3.46,3.46%,100.25,100,1,,,,财政部,90150000000,"每年7月11日付息,节假日顺延",100.8662,100.25,,,,,,,,,2018/9/13 0:00
019570.SH,19570,17国债16,,2020/7/27 0:00,2017/7/27 0:00,3.46,3.46%,99.29,100,1,,,,财政部,1.0828E+11,"每年7月27日付息,节假日顺延",99.7545,99.29,,,,,,,,,2018/9/13 0:00
019923.SH,19923,09国债23,,2019/9/17 0:00,2009/9/17 0:00,3.44,3.44%,100,100,2,,,,财政部,26640000000,"每年9月17日和3月17日付息,节假日顺延",101.7059,100,,,,,,,,,2018/9/13 0:00
019002.SH,19002,10国债02,,2020/2/4 0:00,2010/2/4 0:00,3.43,3.43%,102.24,100,2,,,,财政部,26000000000,"每年2月4日,8月4日付息,节假日顺延",102.6253,102.24,,,,,,,,,2018/9/13 0:00
019303.SH,19303,13国债03,,2020/1/24 0:00,2013/1/24 0:00,3.42,3.42%,99.95,100,1,,,,财政部,82000000000,"每年1月24日付息,节假日顺延",102.1332,99.95,,,,,,,,,2018/9/13 0:00
019589.SH,19589,18国债07,,2021/4/12 0:00,2018/4/12 0:00,3.42,3.42%,100,100,1,,,,财政部,1.3131E+11,"每年4月12日付息,节假日顺延",101.4523,100,,,,,,,,,2018/9/13 0:00
019019.SH,19019,10国债19,,2020/6/24 0:00,2010/6/24 0:00,3.41,3.41%,100.7,100,2,,,,财政部,28010000000,"每年6月24日和12月24日付息,节假日顺延",101.4661,100.7,,,,,,,,,2018/9/13 0:00
019205.SH,19205,12国债05,,2019/3/8 0:00,2012/3/8 0:00,3.41,3.41%,100.4,100,1,,,,财政部,94670000000,"每年3月8日付息,节假日顺延",102.1751,100.4,,,,,,,,,2018/9/13 0:00
010303.SH,10303,03国债(3),,2023/4/17 0:00,2003/4/17 0:00,3.4,3.40%,99.2,100,2,,,,财政部,26000000000,"每年4月17日和10月17日付息,节假日顺延",100.5973,99.2,,,,,,,,,2018/9/13 0:00
019558.SH,19558,17国债04,,2027/2/9 0:00,2017/2/9 0:00,3.4,3.40%,97.4,100,2,,,,财政部,72000000000,"每年2月9日和8月9日付息,节假日顺延",97.7353,97.4,,,,,,,,,2018/9/13 0:00
019215.SH,19215,12国债15,,2022/8/23 0:00,2012/8/23 0:00,3.39,3.39%,99.96,100,2,,,,财政部,86470000000,"每年8月23日和2月23日付息,节假日顺延",100.1643,99.96,,,,,,,,,2018/9/13 0:00
019311.SH,19311,13国债11,,2023/5/23 0:00,2013/5/23 0:00,3.38,3.38%,100,100,2,,,,财政部,90000000000,"每年5月23日和11月23日付息,节假日顺延",101.0557,100,,,,,,,,,2018/9/13 0:00
019585.SH,19585,18国债03,,2019/2/1 0:00,2018/2/1 0:00,3.38,3.38%,100.35,100,,,,,财政部,69000000000,到期一次还本付息,102.4336,100.35,,,,,,,,,2018/9/13 0:00
019007.SH,19007,10国债07,,2020/3/25 0:00,2010/3/25 0:00,3.36,3.36%,101.59,100,2,,,,财政部,26000000000,"每年3月25日和9月25日付息,节假日顺延",103.1825,101.59,,,,,,,,,2018/9/13 0:00
019209.SH,19209,12国债09,,2022/5/24 0:00,2012/5/24 0:00,3.36,3.36%,98,100,2,,,,财政部,1.0022E+11,"每年5月24日和11月24日付息,节假日顺延",99.0402,98,,,,,,,,,2018/9/13 0:00
019502.SH,19502,15国债02,,2022/1/22 0:00,2015/1/22 0:00,3.36,3.36%,99.47,100,1,,,,财政部,60000000000,"每年1月22日付息,节假日顺延",101.6333,99.47,,,,,,,,,2018/9/13 0:00
019503.SH,19503,15国债03,,2020/2/5 0:00,2015/2/5 0:00,3.31,3.31%,100.52,100,1,,,,财政部,70410000000,"每年2月5日付息,节假日顺延",102.5241,100.52,,,,,,,,,2018/9/13 0:00
019514.SH,19514,15国债14,,2022/7/9 0:00,2015/7/9 0:00,3.3,3.30%,99.49,100,1,,,,财政部,90040000000,"每年7月9日付息,节假日顺延",100.0958,99.49,,,,,,,,,2018/9/13 0:00
019598.SH,19598,18国债16,,2023/7/12 0:00,2018/7/12 0:00,3.3,3.30%,100,100,1,,,,财政部,1.2324E+11,"每年7月12日付息,节假日顺延",100.5786,100,,,,,,,,,2018/9/13 0:00
019031.SH,19031,10国债31,,2020/9/16 0:00,2010/9/16 0:00,3.29,3.29%,98.2,100,2,,,,财政部,28260000000,"每年3月16日和9月16日付息,节假日顺延",99.8405,98.2,,,,,,,,,2018/9/13 0:00
019308.SH,19308,13国债08,,2020/4/18 0:00,2013/4/18 0:00,3.29,3.29%,100.5,100,1,,,,财政部,91720000000,"每年4月18日付息,节假日顺延",101.843,100.5,,,,,,,,,2018/9/13 0:00
019024.SH,19024,10国债24,,2020/8/5 0:00,2010/8/5 0:00,3.28,3.28%,100,100,2,,,,财政部,30440000000,"每年2月5日和8月5日付息,节假日顺延",100.3595,100,,,,,,,,,2018/9/13 0:00
010619.SH,10619,06国债(19),,2021/11/15 0:00,2006/11/15 0:00,3.27,3.27%,100.6,100,2,,,,财政部,30000000000,"每年5月15日和11月15日付息,节假日顺延",101.693,100.6,,,,,,,,,2018/9/13 0:00
019547.SH,19547,16国债19,,2046/8/22 0:00,2016/8/22 0:00,3.27,3.27%,85.31,100,2,,,,财政部,97670000000,"每年2月22日和8月22日付息,节假日顺延",85.5161,85.31,,,,,,,,,2018/9/13 0:00
019012.SH,19012,10国债12,,2020/5/13 0:00,2010/5/13 0:00,3.25,3.25%,100.17,100,2,,,,财政部,29600000000,"每年5月13日和11月13日付息,节假日顺延",101.2741,100.17,,,,,,,,,2018/9/13 0:00
019216.SH,19216,12国债16,,2019/9/6 0:00,2012/9/6 0:00,3.25,3.25%,100.2,100,1,,,,财政部,82820000000,"每年9月6日付息,节假日顺延",100.2712,100.2,,,,,,,,,2018/9/13 0:00
019596.SH,19596,18国债14,,2021/7/5 0:00,2018/7/5 0:00,3.24,3.24%,100,100,1,,,,财政部,1.2335E+11,"每年7月5日付息,节假日顺延",100.6302,100,,,,,,,,,2018/9/13 0:00
019562.SH,19562,17国债08,,2020/4/27 0:00,2017/4/27 0:00,3.23,3.23%,100.3,100,1,,,,财政部,1.082E+11,"每年4月27日付息,节假日顺延",101.5389,100.3,,,,,,,,,2018/9/13 0:00
019560.SH,19560,17国债06,,2024/3/16 0:00,2017/3/16 0:00,3.2,3.20%,100,100,1,,,,财政部,88000000000,"每年3月16日付息,节假日顺延",101.5956,100,,,,,,,,,2018/9/13 0:00
020229.SH,20229,18贴债12,,2018/9/10 0:00,2018/3/12 0:00,3.1823,,,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",,,,,,,,,,,2018/9/7 0:00
019591.SH,19591,18国债09,,2023/4/19 0:00,2018/4/19 0:00,3.17,3.17%,98.97,100,1,,,,财政部,1.2315E+11,"每年4月19日付息,节假日顺延",100.2554,98.97,,,,,,,,,2018/9/13 0:00
019210.SH,19210,12国债10,,2019/6/7 0:00,2012/6/7 0:00,3.14,3.14%,101.68,100,1,,,,财政部,94350000000,"每年6月7日付息,节假日顺延",102.5317,101.68,,,,,,,,,2018/9/13 0:00
019519.SH,19519,15国债19,,2020/9/8 0:00,2015/9/8 0:00,3.14,3.14%,99.9,100,1,,,,财政部,86100000000,"每年9月8日付息,节假日顺延",99.9516,99.9,,,,,,,,,2018/9/13 0:00
019597.SH,19597,18国债15,,2020/7/12 0:00,2018/7/12 0:00,3.14,3.14%,100,100,1,,,,财政部,87060000000,"每年7月12日付息,节假日顺延",100.5506,100,,,,,,,,,2018/9/13 0:00
019561.SH,19561,17国债07,,2022/4/13 0:00,2017/4/13 0:00,3.13,3.13%,98.9,100,1,,,,财政部,1.1E+11,"每年4月13日付息,节假日顺延",100.2206,98.9,,,,,,,,,2018/9/13 0:00
020247.SH,20247,18贴债30,,2018/10/1 0:00,2018/7/2 0:00,3.1218,,99.23,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",99.8578,99.23,,,,,,,,,2018/9/13 0:00
019511.SH,19511,15国债11,,2020/5/28 0:00,2015/5/28 0:00,3.1,3.10%,100.1,100,1,,,,财政部,90120000000,"每年5月28日付息,节假日顺延",101.0258,100.1,,,,,,,,,2018/9/13 0:00
019912.SH,19912,09国债12,,2019/6/18 0:00,2009/6/18 0:00,3.09,3.09%,100,100,2,,,,财政部,28270000000,"每年6月18日和12月18日付息,节假日顺延",100.745,100,,,,,,,,,2018/9/13 0:00
019590.SH,19590,18国债08,,2020/4/19 0:00,2018/4/19 0:00,3.06,3.06%,100,100,1,,,,财政部,87590000000,"每年4月19日付息,节假日顺延",101.2408,100,,,,,,,,,2018/9/13 0:00
019903.SH,19903,09国债03,,2019/3/12 0:00,2009/3/12 0:00,3.05,3.05%,101.26,100,2,,,,财政部,26000000000,"每年3月12日和9月12日付息,节假日顺延",101.2767,101.26,,,,,,,,,2018/9/13 0:00
019526.SH,19526,15国债26,,2022/10/22 0:00,2015/10/22 0:00,3.05,3.05%,97.6,100,1,,,,财政部,1.0401E+11,"每年10月22日付息,节假日顺延",100.3325,97.6,,,,,,,,,2018/9/13 0:00
020246.SH,20246,18贴债29,,2018/9/24 0:00,2018/6/25 0:00,3.0371,,99.24,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",99.9085,99.24,,,,,,,,,2018/9/13 0:00
020244.SH,20244,18贴债27,,2018/12/10 0:00,2018/6/11 0:00,3.0206,,98.56,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",99.3346,98.56,,,,,,,,,2018/9/13 0:00
019907.SH,19907,09国债07,,2019/5/7 0:00,2009/5/7 0:00,3.02,3.02%,100,100,2,,,,财政部,27760000000,"每年5月7日和11月7日付息,节假日顺延",101.0756,100,,,,,,,,,2018/9/13 0:00
019592.SH,19592,18国债10,,2019/5/17 0:00,2018/5/17 0:00,3.02,3.02%,100.02,100,,,,,财政部,1.2306E+11,到期一次还本付息,101.0129,100.02,,,,,,,,,2018/9/13 0:00
019523.SH,19523,15国债23,,2025/10/15 0:00,2015/10/15 0:00,2.99,2.99%,94,100,2,,,,财政部,1.04E+11,"每年10月15日和4月15日付息,节假日顺延",95.2452,94,,,,,,,,,2018/9/13 0:00
019542.SH,19542,16国债14,,2023/6/16 0:00,2016/6/16 0:00,2.95,2.95%,97.51,100,1,,,,财政部,1.1347E+11,"每年6月16日付息,节假日顺延",98.2374,97.51,,,,,,,,,2018/9/13 0:00
020234.SH,20234,18贴债17,,2018/10/15 0:00,2018/4/16 0:00,2.9417,,98.62,100,,,,,财政部,10100000000,"到期按面值偿还,节假日顺延",99.8197,98.62,,,,,,,,,2018/9/13 0:00
020242.SH,20242,18贴债25,,2018/9/3 0:00,2018/6/4 0:00,2.9247,,,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",,,,,,,,,,,2018/8/31 0:00
019522.SH,19522,15国债22,,2018/9/24 0:00,2015/9/24 0:00,2.92,2.92%,100,100,1,,,,财政部,86000000000,"每年9月24日付息,节假日顺延",102.84,100,,,,,,,,,2018/9/13 0:00
020245.SH,20245,18贴债28,,2018/9/18 0:00,2018/6/19 0:00,2.9166,,99.28,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",99.9703,99.28,,,,,,,,,2018/9/13 0:00
020239.SH,20239,18贴债22,,2018/11/12 0:00,2018/5/14 0:00,2.9136,,98.57,100,,,,,财政部,10010000000,"到期按面值偿还,节假日顺延",99.5378,98.57,,,,,,,,,2018/9/13 0:00
020243.SH,20243,18贴债26,,2018/9/10 0:00,2018/6/11 0:00,2.9068,,,100,,,,,财政部,10010000000,"到期按面值偿还,节假日顺延",,,,,,,,,,,2018/9/7 0:00
019825.SH,19825,08国债25,,2018/12/15 0:00,2008/12/15 0:00,2.9,2.90%,101,100,2,,,,财政部,25370000000,"每年12月15日和6月15日付息,节假日顺延",101.723,101,,,,,,,,,2018/9/13 0:00
019538.SH,19538,16国债10,,2026/5/5 0:00,2016/5/5 0:00,2.9,2.90%,94.08,100,2,,,,财政部,1.0912E+11,"每年5月5日和11月5日付息,节假日顺延",95.1288,94.08,,,,,,,,,2018/9/13 0:00
019555.SH,19555,17国债01,,2022/1/12 0:00,2017/1/12 0:00,2.88,2.88%,97.64,100,1,,,,财政部,60000000000,"每年1月12日付息,节假日顺延",99.5732,97.64,,,,,,,,,2018/9/13 0:00
019532.SH,19532,16国债04,,2026/1/28 0:00,2016/1/28 0:00,2.85,2.85%,96.77,100,2,,,,财政部,73150000000,"每年1月28日和7月28日付息,节假日顺延",97.1448,96.77,,,,,,,,,2018/9/13 0:00
020250.SH,20250,18贴债33,,2019/1/14 0:00,2018/7/16 0:00,2.8191,,98.61,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",99.0669,98.61,,,,,,,,,2018/9/13 0:00
020241.SH,20241,18贴债24,,2018/8/27 0:00,2018/5/28 0:00,2.7982,,,100,,,,,财政部,10000000000,"到期按面值偿还,节假日顺延",,,,,,,,,,,2018/8/24 0:00
